Water Level[meter]:Instantaneous
Time	A4260512	
09:00:00 16/10/2015	16.744
09:00:00 17/10/2015	16.739
09:00:00 18/10/2015	16.741
09:00:00 19/10/2015	16.742
09:00:00 20/10/2015	16.742
09:00:00 21/10/2015	16.733
09:00:00 22/10/2015	16.725
09:00:00 23/10/2015	16.729
09:00:00 24/10/2015	16.738
09:00:00 25/10/2015	16.746
09:00:00 26/10/2015	16.744
09:00:00 27/10/2015	16.75
09:00:00 28/10/2015	16.757
09:00:00 29/10/2015	16.76
09:00:00 30/10/2015	16.77
09:00:00 31/10/2015	16.774
09:00:00 01/11/2015	16.759
09:00:00 02/11/2015	16.748
09:00:00 03/11/2015	16.749
09:00:00 04/11/2015	16.758
09:00:00 05/11/2015	16.758
09:00:00 06/11/2015	16.722
09:00:00 07/11/2015	16.678
09:00:00 08/11/2015	16.653
09:00:00 09/11/2015	16.637
09:00:00 10/11/2015	16.616
09:00:00 11/11/2015	16.6
09:00:00 12/11/2015	16.601
09:00:00 13/11/2015	16.601
09:00:00 14/11/2015	16.598
09:00:00 15/11/2015	16.595
09:00:00 16/11/2015	16.595
09:00:00 17/11/2015	16.593
09:00:00 18/11/2015	16.563
09:00:00 19/11/2015	16.53
09:00:00 20/11/2015	16.493
09:00:00 21/11/2015	16.466
09:00:00 22/11/2015	16.45
09:00:00 23/11/2015	16.439
09:00:00 24/11/2015	16.44
09:00:00 25/11/2015	16.436
09:00:00 26/11/2015	16.412
09:00:00 27/11/2015	16.403
09:00:00 28/11/2015	16.404
09:00:00 29/11/2015	16.401
09:00:00 30/11/2015	16.408
09:00:00 01/12/2015	16.406
09:00:00 02/12/2015	16.409
09:00:00 03/12/2015	16.424
09:00:00 04/12/2015	16.435
09:00:00 05/12/2015	16.44
09:00:00 06/12/2015	16.431
09:00:00 07/12/2015	16.42
09:00:00 08/12/2015	16.421
09:00:00 09/12/2015	16.422
09:00:00 10/12/2015	16.426
09:00:00 11/12/2015	16.432
09:00:00 12/12/2015	16.433
09:00:00 13/12/2015	16.439
09:00:00 14/12/2015	16.434
09:00:00 15/12/2015	16.438
09:00:00 16/12/2015	16.442
09:00:00 17/12/2015	16.422
09:00:00 18/12/2015	16.388
09:00:00 19/12/2015	16.343
09:00:00 20/12/2015	16.318
09:00:00 21/12/2015	16.32
09:00:00 22/12/2015	16.345
09:00:00 23/12/2015	16.354
09:00:00 24/12/2015	16.353
09:00:00 25/12/2015	16.35
09:00:00 26/12/2015	16.337
09:00:00 27/12/2015	16.331
09:00:00 28/12/2015	16.341
09:00:00 29/12/2015	16.346
09:00:00 30/12/2015	16.352
09:00:00 31/12/2015	16.349
09:00:00 01/01/2016	16.345
09:00:00 02/01/2016	16.339
09:00:00 03/01/2016	16.342
09:00:00 04/01/2016	16.35
09:00:00 05/01/2016	16.359
09:00:00 06/01/2016	16.347
09:00:00 07/01/2016	16.334
09:00:00 08/01/2016	16.33
09:00:00 09/01/2016	16.331
09:00:00 10/01/2016	16.325
09:00:00 11/01/2016	16.326
09:00:00 12/01/2016	16.329
09:00:00 13/01/2016	16.335
09:00:00 14/01/2016	16.333
09:00:00 15/01/2016	16.334
09:00:00 16/01/2016	16.336
09:00:00 17/01/2016	16.34
09:00:00 18/01/2016	16.344
09:00:00 19/01/2016	16.337
09:00:00 20/01/2016	16.328
09:00:00 21/01/2016	16.32
09:00:00 22/01/2016	16.331
09:00:00 23/01/2016	16.354
09:00:00 24/01/2016	16.352
09:00:00 25/01/2016	16.346
09:00:00 26/01/2016	16.339
09:00:00 27/01/2016	16.336
09:00:00 28/01/2016	16.331
09:00:00 29/01/2016	16.334
09:00:00 30/01/2016	16.347
09:00:00 31/01/2016	16.359
09:00:00 01/02/2016	16.352
09:00:00 02/02/2016	16.343
09:00:00 03/02/2016	16.325
09:00:00 04/02/2016	16.314
09:00:00 05/02/2016	16.309
09:00:00 06/02/2016	16.311
09:00:00 07/02/2016	16.311
09:00:00 08/02/2016	16.308
09:00:00 09/02/2016	16.294
09:00:00 10/02/2016	16.308
09:00:00 11/02/2016	16.324
09:00:00 12/02/2016	16.33
09:00:00 13/02/2016	16.328
09:00:00 14/02/2016	16.312
09:00:00 15/02/2016	16.313
09:00:00 16/02/2016	16.316
09:00:00 17/02/2016	16.32
09:00:00 18/02/2016	16.324
09:00:00 19/02/2016	16.326
09:00:00 20/02/2016	16.318
09:00:00 21/02/2016	16.319
09:00:00 22/02/2016	16.319
09:00:00 23/02/2016	16.321
09:00:00 24/02/2016	16.318
09:00:00 25/02/2016	16.318
09:00:00 26/02/2016	16.317
09:00:00 27/02/2016	16.319
09:00:00 28/02/2016	16.32
09:00:00 29/02/2016	16.319
09:00:00 01/03/2016	16.34
09:00:00 02/03/2016	16.338
09:00:00 03/03/2016	16.334
09:00:00 04/03/2016	16.333
09:00:00 05/03/2016	16.337
09:00:00 06/03/2016	16.342
09:00:00 07/03/2016	16.343
09:00:00 08/03/2016	16.347
09:00:00 09/03/2016	16.341
09:00:00 10/03/2016	16.328
09:00:00 11/03/2016	16.331
09:00:00 12/03/2016	16.328
09:00:00 13/03/2016	16.325
09:00:00 14/03/2016	16.326
09:00:00 15/03/2016	16.32
09:00:00 16/03/2016	16.325
09:00:00 17/03/2016	16.326
09:00:00 18/03/2016	16.329
09:00:00 19/03/2016	16.315
09:00:00 20/03/2016	16.313
09:00:00 21/03/2016	16.312
09:00:00 22/03/2016	16.323
09:00:00 23/03/2016	16.325
09:00:00 24/03/2016	16.319
09:00:00 25/03/2016	16.315
09:00:00 26/03/2016	16.315
09:00:00 27/03/2016	16.316
09:00:00 28/03/2016	16.322
09:00:00 29/03/2016	16.331
09:00:00 30/03/2016	16.353
09:00:00 31/03/2016	16.376
09:00:00 01/04/2016	16.41
09:00:00 02/04/2016	16.419
09:00:00 03/04/2016	16.415
09:00:00 04/04/2016	16.416
09:00:00 05/04/2016	16.401
09:00:00 06/04/2016	16.371
09:00:00 07/04/2016	16.351
09:00:00 08/04/2016	16.354
09:00:00 09/04/2016	16.352
09:00:00 10/04/2016	16.339
09:00:00 11/04/2016	16.326
09:00:00 12/04/2016	16.32
09:00:00 13/04/2016	16.321
09:00:00 14/04/2016	16.318
09:00:00 15/04/2016	16.313
09:00:00 16/04/2016	16.315
09:00:00 17/04/2016	16.318
09:00:00 18/04/2016	16.322
09:00:00 19/04/2016	16.319
09:00:00 20/04/2016	16.317
09:00:00 21/04/2016	16.32
09:00:00 22/04/2016	16.316
09:00:00 23/04/2016	16.321
09:00:00 24/04/2016	16.328
09:00:00 25/04/2016	16.33
09:00:00 26/04/2016	16.331
09:00:00 27/04/2016	16.314
09:00:00 28/04/2016	16.293
09:00:00 29/04/2016	16.282
09:00:00 30/04/2016	16.322
09:00:00 01/05/2016	16.366
09:00:00 02/05/2016	16.357
09:00:00 03/05/2016	16.345
09:00:00 04/05/2016	16.349
09:00:00 05/05/2016	16.342
09:00:00 06/05/2016	16.342
09:00:00 07/05/2016	16.34
09:00:00 08/05/2016	16.339
09:00:00 09/05/2016	16.343
09:00:00 10/05/2016	16.34
09:00:00 11/05/2016	16.334
09:00:00 12/05/2016	16.34
09:00:00 13/05/2016	16.339
09:00:00 14/05/2016	16.341
09:00:00 15/05/2016	16.34
09:00:00 16/05/2016	16.335
09:00:00 17/05/2016	16.338
09:00:00 18/05/2016	16.336
09:00:00 19/05/2016	16.337
09:00:00 20/05/2016	16.338
09:00:00 21/05/2016	16.341
09:00:00 22/05/2016	16.343
09:00:00 23/05/2016	16.339
09:00:00 24/05/2016	16.337
09:00:00 25/05/2016	16.344
09:00:00 26/05/2016	16.361
09:00:00 27/05/2016	16.372
09:00:00 28/05/2016	16.371
09:00:00 29/05/2016	16.36
09:00:00 30/05/2016	16.354
09:00:00 31/05/2016	16.351
09:00:00 01/06/2016	16.352
09:00:00 02/06/2016	16.355
09:00:00 03/06/2016	16.352
09:00:00 04/06/2016	16.347
09:00:00 05/06/2016	16.346
09:00:00 06/06/2016	16.35
09:00:00 07/06/2016	16.349
09:00:00 08/06/2016	16.348
09:00:00 09/06/2016	16.355
09:00:00 10/06/2016	16.341
09:00:00 11/06/2016	16.337
09:00:00 12/06/2016	16.335
09:00:00 13/06/2016	16.34
09:00:00 14/06/2016	16.342
09:00:00 15/06/2016	16.34
09:00:00 16/06/2016	16.34
09:00:00 17/06/2016	16.339
09:00:00 18/06/2016	16.341
09:00:00 19/06/2016	16.344
09:00:00 20/06/2016	16.34
09:00:00 21/06/2016	16.337
09:00:00 22/06/2016	16.332
09:00:00 23/06/2016	16.325
09:00:00 24/06/2016	16.324
09:00:00 25/06/2016	16.318
09:00:00 26/06/2016	16.325
09:00:00 27/06/2016	16.328
09:00:00 28/06/2016	16.329
09:00:00 29/06/2016	16.33
09:00:00 30/06/2016	16.331
09:00:00 01/07/2016	16.327
09:00:00 02/07/2016	16.325
09:00:00 03/07/2016	16.321
09:00:00 04/07/2016	16.323
09:00:00 05/07/2016	16.33
09:00:00 06/07/2016	16.35
09:00:00 07/07/2016	16.395
09:00:00 08/07/2016	16.44
09:00:00 09/07/2016	16.463
09:00:00 10/07/2016	16.465
09:00:00 11/07/2016	16.471
09:00:00 12/07/2016	16.443
09:00:00 13/07/2016	16.42
09:00:00 14/07/2016	16.431
09:00:00 15/07/2016	16.436
09:00:00 16/07/2016	16.443
09:00:00 17/07/2016	16.451
09:00:00 18/07/2016	16.459
09:00:00 19/07/2016	16.46
09:00:00 20/07/2016	16.463
09:00:00 21/07/2016	16.461
09:00:00 22/07/2016	16.459
09:00:00 23/07/2016	16.422
09:00:00 24/07/2016	16.413
09:00:00 25/07/2016	16.428
09:00:00 26/07/2016	16.409
09:00:00 27/07/2016	16.406
09:00:00 28/07/2016	16.383
09:00:00 29/07/2016	16.385
09:00:00 30/07/2016	16.368
09:00:00 31/07/2016	16.385
09:00:00 01/08/2016	16.422
09:00:00 02/08/2016	16.432
09:00:00 03/08/2016	16.452
09:00:00 04/08/2016	16.478
09:00:00 05/08/2016	16.5
09:00:00 06/08/2016	16.479
09:00:00 07/08/2016	16.464
09:00:00 08/08/2016	16.461
09:00:00 09/08/2016	16.439
09:00:00 10/08/2016	16.424
09:00:00 11/08/2016	16.425
09:00:00 12/08/2016	16.416
09:00:00 13/08/2016	16.407
09:00:00 14/08/2016	16.42
09:00:00 15/08/2016	16.438
09:00:00 16/08/2016	16.46
09:00:00 17/08/2016	16.479
09:00:00 18/08/2016	16.514
09:00:00 19/08/2016	16.546
09:00:00 20/08/2016	16.574
09:00:00 21/08/2016	16.591
09:00:00 22/08/2016	16.6
09:00:00 23/08/2016	16.607
09:00:00 24/08/2016	16.622
09:00:00 25/08/2016	16.676
09:00:00 26/08/2016	16.711
09:00:00 27/08/2016	16.747
09:00:00 28/08/2016	16.764
09:00:00 29/08/2016	16.782
09:00:00 30/08/2016	16.785
09:00:00 31/08/2016	16.77
09:00:00 01/09/2016	16.753
09:00:00 02/09/2016	16.742
