Water Level[meter]:Instantaneous
Time	A4260518	
09:00:00 01/06/2016	6.157
09:00:00 02/06/2016	6.154
09:00:00 03/06/2016	6.149
09:00:00 04/06/2016	6.146
09:00:00 05/06/2016	6.141
09:00:00 06/06/2016	6.133
09:00:00 07/06/2016	6.133
09:00:00 08/06/2016	6.139
09:00:00 09/06/2016	6.137
09:00:00 10/06/2016	6.14
09:00:00 11/06/2016	6.139
09:00:00 12/06/2016	6.143
09:00:00 13/06/2016	6.141
09:00:00 14/06/2016	6.136
09:00:00 15/06/2016	6.137
09:00:00 16/06/2016	6.137
09:00:00 17/06/2016	6.134
09:00:00 18/06/2016	6.138
09:00:00 19/06/2016	6.141
09:00:00 20/06/2016	6.134
09:00:00 21/06/2016	6.13
09:00:00 22/06/2016	6.128
09:00:00 23/06/2016	6.13
09:00:00 24/06/2016	6.119
09:00:00 25/06/2016	6.136
09:00:00 26/06/2016	6.142
09:00:00 27/06/2016	6.137
09:00:00 28/06/2016	6.137
09:00:00 29/06/2016	6.136
09:00:00 30/06/2016	6.131
09:00:00 01/07/2016	6.126
09:00:00 02/07/2016	6.135
09:00:00 03/07/2016	6.136
09:00:00 04/07/2016	6.144
09:00:00 05/07/2016	6.162
09:00:00 06/07/2016	6.209
09:00:00 07/07/2016	6.246
09:00:00 08/07/2016	6.286
09:00:00 09/07/2016	6.329
09:00:00 10/07/2016	6.364
09:00:00 11/07/2016	6.381
09:00:00 12/07/2016	6.362
09:00:00 13/07/2016	6.369
09:00:00 14/07/2016	6.382
09:00:00 15/07/2016	6.372
09:00:00 16/07/2016	6.374
09:00:00 17/07/2016	6.38
09:00:00 18/07/2016	6.379
09:00:00 19/07/2016	6.38
09:00:00 20/07/2016	6.384
09:00:00 21/07/2016	6.385
09:00:00 22/07/2016	6.373
09:00:00 23/07/2016	6.338
09:00:00 24/07/2016	6.362
09:00:00 25/07/2016	6.354
09:00:00 26/07/2016	6.364
09:00:00 27/07/2016	6.365
09:00:00 28/07/2016	6.355
09:00:00 29/07/2016	6.355
09:00:00 30/07/2016	6.356
09:00:00 31/07/2016	6.362
09:00:00 01/08/2016	6.376
09:00:00 02/08/2016	6.381
09:00:00 03/08/2016	6.381
09:00:00 04/08/2016	6.397
09:00:00 05/08/2016	6.411
09:00:00 06/08/2016	6.405
09:00:00 07/08/2016	6.427
09:00:00 08/08/2016	6.441
09:00:00 09/08/2016	6.437
09:00:00 10/08/2016	6.436
09:00:00 11/08/2016	6.437
09:00:00 12/08/2016	6.427
09:00:00 13/08/2016	6.425
09:00:00 14/08/2016	6.429
09:00:00 15/08/2016	6.435
09:00:00 16/08/2016	6.421
09:00:00 17/08/2016	6.402
09:00:00 18/08/2016	6.39
09:00:00 19/08/2016	6.38
09:00:00 20/08/2016	6.389
09:00:00 21/08/2016	6.387
09:00:00 22/08/2016	6.387
09:00:00 23/08/2016	6.402
09:00:00 24/08/2016	6.42
09:00:00 25/08/2016	6.444
09:00:00 26/08/2016	6.471
09:00:00 27/08/2016	6.485
09:00:00 28/08/2016	6.48
09:00:00 29/08/2016	6.478
09:00:00 30/08/2016	6.494
09:00:00 31/08/2016	6.523
09:00:00 01/09/2016	6.561
09:00:00 02/09/2016	6.592
